Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G,G/M,DMG,DMG/M,KPAR,KS,GS,CP,Champs,Role
2021,Winter_Season,Team Secret (Vietnamese Team),Pake,19,5,14,26.3%,3,3.79,7.05,2.65,209.16,7.02,10.7,358,16k,537.3,58.6%,17.5%,20.1%,8,"['Syndra', 'Twisted Fate', 'Vex']",Mid Laner
2021,Winter_Season,Team Secret (Vietnamese Team),Phi1,18,5,13,27.8%,0.61,3.33,9.22,2.95,33.17,1.13,6.9,235,4.1k,141.1,69.7%,4.3%,13.4%,8,"['Alistar', 'Rakan', 'Leona']",Support
2021,Winter_Season,Team Secret (Vietnamese Team),XuHao,16,7,9,43.8%,1.06,3.94,10.81,3.02,32.56,1.1,7.3,246,6.7k,225.7,60.1%,5.4%,13.2%,7,"['Nautilus', 'Thresh', 'Alistar']",Support
2021,Winter_Season,Team Secret (Vietnamese Team),Jerry,15,7,8,46.7%,3.73,3.4,6.6,3.04,193.6,6.69,10.6,368,14.8k,511.6,63.5%,23%,20.2%,9,"['Vex', 'Galio', 'Twisted Fate']",Mid Laner
2021,Winter_Season,Team Secret (Vietnamese Team),Simon,1,0,1,0%,3,4,9,3,266,6.13,16.3,377,20.5k,472.4,57.1%,14.3%,20.6%,1,['Gnar'],Top Laner
2021,Winter_Playoffs,Burst The Sky Esports,Aomine,8,3,5,37.5%,6.13,3,6.5,4.21,309.75,9.53,15.3,471,19.9k,611.7,70.1%,34%,25.7%,6,"[""Kai'Sa"", 'Jhin', 'Ezreal']",Bot Laner
2021,Winter_Playoffs,Burst The Sky Esports,Draktharr,8,3,5,37.5%,4.13,3.63,8.13,3.38,191.25,5.89,11.9,366,14.3k,439,68.1%,22.9%,20%,5,"['Viego', 'Lee Sin', 'Graves']",Jungler
2021,Winter_Playoffs,Burst The Sky Esports,Elio,8,3,5,37.5%,1,5.25,11.13,2.31,38.13,1.17,7.6,234,6.1k,187.5,67.4%,5.6%,12.8%,5,"['Rell', 'Leona', 'Alistar']",Support
2021,Winter_Playoffs,Burst The Sky Esports,Gloryy,8,3,5,37.5%,5,3.13,7.13,3.88,281,8.65,13.4,412,18.2k,558.6,67.4%,27.8%,22.5%,6,"['Akali', 'Sylas', 'Ryze']",Mid Laner
2021,Winter_Playoffs,Burst The Sky Esports,Ryuk,7,3,4,42.9%,2,3.86,6.71,2.26,243.86,7.43,11.6,353,12.8k,390.4,45.9%,10.5%,19%,6,"['Renekton', 'Irelia', 'Tahm Kench']",Top Laner
2021,Winter_Playoffs,Burst The Sky Esports,Cehin,1,0,1,0%,0,4,7,1.75,189,6.29,9.1,304,8k,264.7,63.6%,0%,18.5%,1,['Malphite'],Top Laner
2021,Winter_Playoffs,CERBERUS Esports (Vietnamese Team),Artemis,9,6,3,66.7%,6,1.78,4.44,5.88,284.44,9.47,14.3,476,15.6k,519.3,61%,35.1%,25.1%,8,"[""Kai'Sa"", 'Samira', 'Miss Fortune']",Bot Laner
2021,Winter_Playoffs,CERBERUS Esports (Vietnamese Team),EGO,9,6,3,66.7%,4.33,2.78,8.44,4.6,174.89,5.82,11.3,378,9.4k,312.7,74.7%,25.3%,19.9%,4,"['Viego', 'Jarvan IV', 'Xin Zhao']",Jungler
2021,Winter_Playoffs,CERBERUS Esports (Vietnamese Team),Pun,9,6,3,66.7%,2.78,2.33,6.11,3.81,219.33,7.3,11.2,372,10.9k,362,51.9%,16.2%,19.6%,5,"['Tahm Kench', 'Renekton', 'Ornn']",Top Laner
2021,Winter_Playoffs,CERBERUS Esports (Vietnamese Team),RonOP,9,6,3,66.7%,0,3.33,10.11,3.03,29.78,0.99,7,234,4.2k,140,59.1%,0%,12.4%,5,"['Alistar', 'Leona', 'Nautilus']",Support
2021,Winter_Playoffs,CERBERUS Esports (Vietnamese Team),Yado,9,6,3,66.7%,4,1.56,8.89,8.29,251.67,8.37,13.1,435,18.8k,624.2,75.3%,23.4%,23%,4,"['Viktor', 'Twisted Fate', 'Ryze']",Mid Laner
2021,Winter_Playoffs,GAM Esports,Bie,8,5,3,62.5%,1,3.25,9.5,3.23,35,1.04,8.1,239,5.8k,172.3,70.6%,6.7%,12.7%,3,"['Rell', 'Leona', 'Alistar']",Support
2021,Winter_Playoffs,GAM Esports,Kati,8,5,3,62.5%,2.38,3,7,3.13,276.63,8.21,13,385,16k,474.6,63%,16%,20.3%,6,"['Syndra', 'Galio', 'Ryze']",Mid Laner
2021,Winter_Playoffs,GAM Esports,Kiaya,8,5,3,62.5%,5.13,3,5.5,3.54,279.13,8.28,14.8,440,21.6k,639.4,71.4%,34.5%,23.3%,6,"['Jax', 'Gwen', 'Camille']",Top Laner
2021,Winter_Playoffs,GAM Esports,Levi,8,5,3,62.5%,3.13,3.75,7.13,2.73,225.13,6.68,13.1,389,15.2k,450.4,68.9%,21%,20.6%,4,"['Talon', 'Lee Sin', 'Karthus']",Jungler
2021,Winter_Playoffs,GAM Esports,Sty1e,4,3,1,75%,3.75,2.25,6.25,4.44,335.75,9.61,15.8,452,21k,601.3,71.4%,26.8%,23.6%,2,"[""Kai'Sa"", 'Tristana']",Bot Laner
2021,Winter_Playoffs,GAM Esports,Divkid,4,2,2,50%,2.75,4,7,2.44,293.5,9.04,13.7,422,14.9k,460.5,61.9%,17.5%,22.7%,3,"['Tristana', 'Kalista', ""Kai'Sa""]",Bot Laner
2021,Winter_Playoffs,Luxury Esports,Blazes,9,3,6,33.3%,3.67,3.78,7.56,2.97,241.33,8.33,11.9,411,19k,654.8,73.2%,23.9%,22.4%,6,"['Viktor', 'LeBlanc', 'Lissandra']",Mid Laner
2021,Winter_Playoffs,Luxury Esports,Coated,9,3,6,33.3%,2.89,3,5.78,2.89,240.33,8.3,11.7,404,15.3k,528.9,56.5%,18.8%,22%,7,"['Graves', 'Renekton', 'Jayce']",Top Laner
2021,Winter_Playoffs,Luxury Esports,H3,9,3,6,33.3%,0.67,4.56,9.67,2.27,32.33,1.12,6.9,238,4.9k,168.8,67.4%,4.3%,12.9%,4,"['Braum', 'Leona', 'Alistar']",Support
2021,Winter_Playoffs,Luxury Esports,Killerqueen,9,3,6,33.3%,4.67,4.22,8.11,3.03,159.89,5.52,10.6,367,12.9k,446.9,83.3%,30.4%,20%,6,"['Lee Sin', 'Jarvan IV', 'Taliyah']",Jungler
2021,Winter_Playoffs,Luxury Esports,Vit,5,1,4,20%,2.6,3.8,4.2,1.79,242.4,8.52,11,387,10.7k,377.5,59.6%,22.8%,22.5%,3,"['Jinx', 'Tristana', 'Jhin']",Bot Laner
2021,Winter_Playoffs,Luxury Esports,Shine,4,2,2,50%,4.5,2.5,6.25,4.3,268,9.05,13.4,454,19.7k,665.4,53.1%,22.2%,22.9%,4,"['Caitlyn', 'Jinx', 'Aphelios']",Bot Laner
2022,Spring_Season,Burst The Sky Esports,Draktharr,33,12,21,36.4%,3.73,3.91,5.06,2.25,169.12,5.88,10.5,364,10k,346.6,62.1%,26.3%,20.1%,7,"['Viego', 'Lee Sin', 'Hecarim']",Jungler
2022,Spring_Season,Burst The Sky Esports,Elio,33,12,21,36.4%,0.94,3.85,7.58,2.21,32.88,1.14,6.8,237,4.7k,164.2,60.2%,6.6%,13.1%,12,"['Nautilus', 'Leona', 'Rakan']",Support
2022,Spring_Season,Burst The Sky Esports,Gloryy,33,12,21,36.4%,3.88,3.21,5.33,2.87,255.45,8.89,11.8,410,14.7k,510.1,65.1%,27.4%,22.6%,14,"['LeBlanc', 'Ryze', 'Ahri']",Mid Laner
2022,Spring_Season,Burst The Sky Esports,Ryuk,33,12,21,36.4%,2.21,4.09,3.88,1.49,217.52,7.57,10.5,367,12.1k,421.7,43%,15.6%,20.2%,12,"['Renekton', 'Gnar', 'Camille']",Top Laner
2022,Spring_Season,Burst The Sky Esports,Aomine,31,10,21,32.3%,3.19,2.94,4.55,2.64,266.81,9.42,12.2,430,14.6k,515.4,59.9%,24.7%,24%,7,"['Aphelios', 'Jinx', 'Zeri']",Bot Laner
2022,Spring_Season,Burst The Sky Esports,Yuh,2,2,0,100%,6.5,3,11.5,6,351.5,9.91,17,479,24.6k,693,54.5%,19.7%,23.6%,2,"['Jinx', 'Xayah']",Bot Laner
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Phuc1,31,18,13,58.1%,3.58,3.03,7.55,3.67,149.81,4.91,10.4,339,9.2k,301,70.7%,22.7%,18.4%,9,"['Viego', 'Lee Sin', 'Xin Zhao']",Jungler
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Artemis,29,15,14,51.7%,4.86,2.31,5.28,4.39,303.21,10.09,14.4,479,17.5k,581.8,67.3%,32.3%,26.1%,11,"['Jinx', 'Caitlyn', 'Aphelios']",Bot Laner
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Yado,27,13,14,48.1%,3.15,3.11,7.3,3.36,249.11,8.31,11.7,392,15.8k,526.5,67.3%,20.3%,21.5%,12,"['Ahri', 'Veigar', 'Vex']",Mid Laner
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),RonOP,26,14,12,53.8%,0.85,2.85,9.08,3.49,31.31,1.05,7.2,241,3.7k,124.7,65.2%,5.6%,13%,8,"['Nautilus', 'Alistar', 'Leona']",Support
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Poss,18,14,4,77.8%,3.17,2.89,6.11,3.21,247.61,8.01,12.3,399,13.5k,435.3,52%,17.8%,21%,11,"['Graves', 'Gragas', 'Tryndamere']",Top Laner
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Pun,15,4,11,26.7%,2.33,3.6,3.2,1.54,212.73,7.15,10.5,353,11.9k,399.3,43.5%,18.3%,20.2%,9,"['Renekton', 'Camille', 'Tahm Kench']",Top Laner
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Hieu3,7,4,3,57.1%,1.43,2,10,5.71,28.14,0.88,8,251,6.8k,212.1,69%,8.6%,14.1%,5,"['Lulu', 'Renata Glasc', 'Braum']",Support
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Jane,6,5,1,83.3%,1.83,1.33,6.17,6,269.5,8.38,12.2,381,12.9k,402.3,51.6%,11.8%,20.1%,4,"['Syndra', 'Orianna', 'Akali']",Mid Laner
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),Puddin,4,3,1,75%,7.75,2.25,5.25,5.78,334,10.22,16.2,497,22.2k,679,69.3%,41.3%,27.6%,2,"['Aphelios', 'Jinx']",Bot Laner
2022,Spring_Season,CERBERUS Esports (Vietnamese Team),EGO,2,0,2,0%,4.5,2.5,4.5,3.6,174,6.16,10.3,363,10.1k,356.4,75%,37.5%,21.2%,2,"['Graves', 'Viego']",Jungler
2022,Spring_Season,GAM Esports,Bie,30,28,2,93.3%,1.77,2.4,11.47,5.51,49.07,1.67,8.5,291,6.2k,210.6,59.4%,7.9%,13.8%,12,"['Rakan', 'Nautilus', 'Seraphine']",Support
2022,Spring_Season,GAM Esports,Kati,30,28,2,93.3%,4.67,3.17,9.07,4.34,245.6,8.37,12.9,441,20.1k,683.4,61.7%,21%,21%,12,"['Viktor', 'Ryze', 'Syndra']",Mid Laner
2022,Spring_Season,GAM Esports,Kiaya,30,28,2,93.3%,4.73,2.2,7.03,5.35,258.63,8.81,13.8,471,19.8k,673.3,52.8%,21.3%,22.4%,11,"['Graves', 'Renekton', 'Jayce']",Top Laner
2022,Spring_Season,GAM Esports,Sty1e,29,28,1,96.6%,5.97,3.07,7.21,4.29,244.97,8.51,13.7,475,17.7k,613.4,59.2%,26.8%,22.5%,9,"['Jinx', 'Jhin', 'Xayah']",Bot Laner
2022,Spring_Season,GAM Esports,Levi,28,26,2,92.9%,5.18,2.61,9.32,5.56,196.25,6.65,12.6,428,12.9k,437.5,64.4%,23%,20.3%,12,"['Hecarim', 'Lee Sin', 'Viego']",Jungler
2022,Spring_Season,GAM Esports,Tomrio,2,2,0,100%,4.5,3,10,4.83,142.5,5.24,10.4,381,10k,366,76.3%,23.7%,18.6%,2,"['Hecarim', 'Lee Sin']",Jungler
2022,Spring_Season,GAM Esports,Divkid,1,0,1,0%,6,6,9,2.5,404,8.93,20.3,449,23.2k,513.3,65.2%,26.1%,23.5%,1,['Tristana'],Bot Laner
2022,Spring_Season,Luxury Esports,Blazes,33,11,22,33.3%,4.06,4.85,6.33,2.14,248.52,8.24,12.4,412,18.1k,598.2,63.2%,24.7%,22.1%,14,"['Ahri', 'Viktor', 'Ryze']",Mid Laner
2022,Spring_Season,Luxury Esports,Coated,33,11,22,33.3%,3.45,4.58,4.85,1.81,250.39,8.3,12.4,411,17.3k,572,50.5%,21%,22%,11,"['Jayce', 'Graves', 'Camille']",Top Laner
2022,Spring_Season,Luxury Esports,Killerqueen,31,11,20,35.5%,3.77,4.32,7.55,2.62,170,5.65,10.9,361,10.7k,356.2,69%,23%,19.3%,11,"['Lee Sin', 'Viego', 'Graves']",Jungler
2022,Spring_Season,Luxury Esports,Vit,30,10,20,33.3%,4.07,3.73,6.43,2.81,272.47,9.18,13.2,446,16.7k,561.5,65.1%,25.2%,23.9%,7,"['Jinx', 'Zeri', 'Aphelios']",Bot Laner
2022,Spring_Season,Luxury Esports,CBL,26,9,17,34.6%,1.08,4.35,9.65,2.47,34.96,1.17,7.3,243,4.6k,155,64%,6.4%,12.9%,8,"['Leona', 'Thresh', 'Nautilus']",Support
2022,Spring_Season,Luxury Esports,H3,7,2,5,28.6%,1,4.71,7.71,1.85,31,1,7.2,232,4.9k,158.4,57%,6.5%,12.9%,4,"['Leona', 'Braum', 'Tahm Kench']",Support
2022,Spring_Season,Luxury Esports,Shine,5,1,4,20%,4.2,4,8.8,3.25,236,6.99,13.1,388,19.1k,564.1,69.9%,22.6%,21.3%,3,"['Jhin', 'Volibear', 'Karma']",Bot Laner
2022,Spring_Season,Saigon Buffalo,Hasmed,36,21,15,58.3%,3.94,3.17,5.83,3.09,234.11,8.24,11.9,419,16k,564.5,52.3%,21.1%,21.7%,13,"['Jayce', 'Gwen', 'Vayne']",Top Laner
2022,Spring_Season,Saigon Buffalo,Shogun,36,21,15,58.3%,5.25,2.75,6.19,4.16,267.86,9.43,13.5,474,18k,634.9,61.2%,28.1%,24.5%,10,"['Jinx', 'Aphelios', 'Xayah']",Bot Laner
2022,Spring_Season,Saigon Buffalo,Taki,36,21,15,58.3%,0.89,3.83,10.22,2.9,36.58,1.29,7.3,257,5.4k,190.5,59.4%,4.8%,13.3%,18,"['Nautilus', 'Leona', 'Rakan']",Support
2022,Spring_Season,Saigon Buffalo,BeanJ,33,19,14,57.6%,4.85,3.06,7.45,4.02,159.94,5.67,10.7,379,10.1k,359.7,67%,26.4%,19.7%,8,"['Lee Sin', 'Viego', 'Hecarim']",Jungler
2022,Spring_Season,Saigon Buffalo,Froggy,32,19,13,59.4%,3.66,2.72,7.38,4.06,224.5,7.97,11.3,401,14.7k,523.3,59.3%,19.7%,20.7%,11,"['Galio', 'Vex', 'Veigar']",Mid Laner
2022,Spring_Season,Saigon Buffalo,P,4,2,2,50%,4.5,3.25,4.25,2.69,235.25,7.77,12.4,411,13.8k,454.1,44.9%,23.1%,21.4%,4,"['Sylas', 'Lucian', 'Akali']",Mid Laner
2022,Spring_Season,Saigon Buffalo,RiBell,3,2,1,66.7%,5,4,9.67,3.67,172,5.58,12.2,394,20.9k,677.9,65.7%,22.4%,19.7%,3,"['Jarvan IV', 'Lee Sin', 'Karthus']",Jungler
2022,Spring_Season,SBTC Esports,2T,34,14,20,41.2%,3.06,3.82,6.38,2.47,220.59,7.5,10.9,372,14.3k,485.8,58.7%,19%,20.3%,11,"['Ahri', 'Ryze', 'Galio']",Mid Laner
2022,Spring_Season,SBTC Esports,Palette,34,14,20,41.2%,1.18,2.91,8.91,3.46,38.65,1.31,7.4,252,5.9k,199.1,62.7%,7.3%,13.7%,12,"['Nautilus', 'Tahm Kench', 'Renata Glasc']",Support
2022,Spring_Season,SBTC Esports,nPer,33,14,19,42.4%,3.61,3.91,3.58,1.84,242.42,8.21,12,405,15.3k,517,43.6%,21.9%,22%,12,"['Camille', 'Tryndamere', 'Graves']",Top Laner
2022,Spring_Season,SBTC Esports,Celebrity,27,12,15,44.4%,4.74,2.81,4.52,3.29,267.15,9.27,12.9,446,14.7k,509.2,58.1%,29.8%,24.5%,5,"['Jinx', 'Aphelios', 'Caitlyn']",Bot Laner
2022,Spring_Season,SBTC Esports,DNK,23,9,14,39.1%,3.87,3.57,6.74,2.98,168.48,5.75,10.6,363,10.2k,348.2,64%,23.4%,19.9%,9,"['Lee Sin', 'Viego', 'Volibear']",Jungler
2022,Spring_Season,SBTC Esports,Spot,11,5,6,45.5%,3.45,2.73,4.55,2.93,191.82,6.49,10.9,368,10.7k,361.2,53%,22.9%,19.8%,6,"['Lee Sin', 'Viego', 'Jarvan IV']",Jungler
2022,Spring_Season,SBTC Esports,Vinboiz,7,2,5,28.6%,4.14,3.71,4.14,2.23,284.14,8.97,13.7,432,17.7k,557.6,49.6%,24.8%,23.2%,6,"['Jinx', ""Kai'Sa"", 'Lucian']",Bot Laner
2022,Spring_Season,SBTC Esports,Simon,1,0,1,0%,0,3,0,0,156,6.22,6.7,267,5.4k,217.3,0%,0%,17.7%,1,['Gragas'],Top Laner
2022,Spring_Season,Team Flash.Vietnam,Slayder,35,10,25,28.6%,5.03,2.91,3.77,3.02,263.46,9.34,12.5,445,15.1k,536.4,66.4%,37.9%,25.4%,8,"['Jinx', ""Kai'Sa"", 'Xayah']",Bot Laner
2022,Spring_Season,Team Flash.Vietnam,Yoshino,30,10,20,33.3%,2.53,3.27,5.27,2.39,216.47,7.62,10.4,367,14.3k,505.2,57.1%,18.5%,20.8%,11,"['Gnar', 'Jayce', 'Gragas']",Mid Laner
2022,Spring_Season,Team Flash.Vietnam,Arte,26,9,17,34.6%,0.5,3.92,7.62,2.07,32.92,1.17,6.5,232,4.1k,145.7,59.6%,3.7%,13.1%,7,"['Nautilus', 'Nami', 'Leona']",Support
2022,Spring_Season,Team Flash.Vietnam,Dante,19,5,14,26.3%,2.42,4.26,5.42,1.84,144.63,5.25,9,328,8.1k,294.4,65.9%,20.4%,19.1%,8,"['Hecarim', 'Volibear', 'Xin Zhao']",Jungler
2022,Spring_Season,Team Flash.Vietnam,Eirlys,17,4,13,23.5%,2.12,4.06,4.41,1.61,223.18,7.84,10.4,367,13.1k,460.1,52.1%,16.9%,21.4%,8,"['Ahri', 'Syndra', ""Kai'Sa""]",Top Laner
2022,Spring_Season,Team Flash.Vietnam,Ikigai,16,5,11,31.3%,3,3.44,7.75,3.13,149.5,5.15,9.6,331,8.7k,299.2,72.3%,20.2%,18.5%,5,"['Hecarim', 'Lee Sin', 'Xin Zhao']",Jungler
2022,Spring_Season,Team Flash.Vietnam,Nogo,16,4,12,25%,2.69,2.94,4.81,2.55,223.56,8.14,10.4,378,15.4k,561.3,59.7%,21.4%,21.7%,8,"['Ryze', 'Ahri', 'Viktor']",Mid Laner
2022,Spring_Season,Team Flash.Vietnam,Zodiac,9,1,8,11.1%,0.33,5,8.44,1.76,30.44,1.07,6.4,225,4k,141,71.8%,2.7%,13.3%,5,"['Rakan', 'Nautilus', 'Alistar']",Support
2022,Spring_Season,Team Flash.Vietnam,Marcus,7,2,5,28.6%,3.29,3.71,3.29,1.77,225.57,7.9,11.3,396,17.1k,599.3,44.2%,22.1%,22%,4,"['Camille', 'Jayce', 'Gnar']",Top Laner
2022,Spring_Season,Team Secret (Vietnamese Team),Artifact,30,18,12,60%,5.07,2.5,6.13,4.48,260.33,8.88,12.9,439,17.4k,593.4,63.6%,28.8%,23%,10,"['Ahri', 'Viktor', 'Ryze']",Mid Laner
2022,Spring_Season,Team Secret (Vietnamese Team),Eddie,30,18,12,60%,4.43,2.73,5.37,3.59,286.9,9.79,13.4,457,17.4k,595,55.7%,25.2%,23.9%,8,"['Jinx', ""Kai'Sa"", 'Xayah']",Bot Laner
2022,Spring_Season,Team Secret (Vietnamese Team),Penguin,30,18,12,60%,4,3.3,7.17,3.38,149.5,5.1,10.2,348,9.8k,336.1,63.4%,22.7%,18.2%,8,"['Lee Sin', 'Xin Zhao', 'Volibear']",Jungler
2022,Spring_Season,Team Secret (Vietnamese Team),XuHao,30,18,12,60%,0.97,3.33,9.8,3.23,29.47,1.01,7.3,250,5.6k,189.4,61.2%,5.5%,13.1%,10,"['Nautilus', 'Renata Glasc', 'Rakan']",Support
2022,Spring_Season,Team Secret (Vietnamese Team),Hiro02,29,18,11,62.1%,3.21,3.45,5.66,2.57,252.76,8.62,12.3,419,17.7k,604.5,49.6%,18%,21.8%,12,"['Gwen', 'Camille', 'Jayce']",Top Laner
2022,Spring_Season,Team Secret (Vietnamese Team),Nagiya,1,0,1,0%,1,3,1,0.67,277,9.56,10.6,367,11.4k,394.2,20%,10%,22%,1,['Graves'],Top Laner
2022,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Artemis,3,0,3,0%,0.33,3.67,3.33,1,259.67,9.09,10.6,371,12.3k,429,45.8%,4.2%,22.7%,3,"['Jinx', 'Aphelios', 'Zeri']",Bot Laner
2022,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Phuc1,3,0,3,0%,2.33,5.67,4.33,1.18,136.33,4.77,8.7,306,7.9k,276.9,83.3%,29.2%,18.7%,3,"['Nocturne', 'Lee Sin', 'Hecarim']",Jungler
2022,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Yado,3,0,3,0%,2.67,3,3.67,2.11,233.67,8.18,10.8,377,16.3k,572.1,79.2%,33.3%,23%,2,"['Vex', 'Veigar']",Mid Laner
2022,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Hieu3,2,0,2,0%,1.5,5.5,2.5,0.73,30.5,1.11,6.2,227,3.9k,141.3,61.5%,23.1%,14%,2,"['Tahm Kench', 'Braum']",Support
2022,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Poss,2,0,2,0%,1,4.5,1.5,0.56,234,8.5,10.1,367,11.7k,425,38.5%,15.4%,22.6%,2,"['Graves', 'Gnar']",Top Laner
2022,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Pun,1,0,1,0%,1,4,4,1.25,215,7.01,10.4,340,11.2k,365.2,45.5%,9.1%,20.4%,1,['Renekton'],Top Laner
2022,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),RonOP,1,0,1,0%,2,4,6,2,9,0.29,6.9,225,4.8k,155.2,72.7%,18.2%,13.5%,1,['Renata Glasc'],Support
2022,Spring_Playoffs,GAM Esports,Bie,4,3,1,75%,1,2.75,15.75,6.09,22.75,0.72,8.7,275,6.6k,209.9,80.7%,4.8%,13.6%,4,"['Braum', 'Yuumi', 'Rakan']",Support
2022,Spring_Playoffs,GAM Esports,Kati,4,3,1,75%,2.5,4.25,8,2.47,286.75,9.1,13.1,417,17.7k,561.3,50.6%,12%,20.5%,4,"['Syndra', 'Viktor', 'Ryze']",Mid Laner
2022,Spring_Playoffs,GAM Esports,Kiaya,4,3,1,75%,4,3.75,6.5,2.8,255.5,8.11,13.7,434,16.3k,518.3,50.6%,19.3%,21.4%,3,"['Jayce', 'Tryndamere', 'Camille']",Top Laner
2022,Spring_Playoffs,GAM Esports,Levi,4,3,1,75%,5,2.5,9,5.6,195.75,6.21,12.5,396,10.3k,327.5,67.5%,24.1%,19.5%,4,"['Viego', 'Lee Sin', 'Nocturne']",Jungler
2022,Spring_Playoffs,GAM Esports,Sty1e,4,3,1,75%,8.25,3.75,6.75,4,311.75,9.89,16,508,19.5k,618.9,72.3%,39.8%,25%,2,"['Zeri', 'Lucian']",Bot Laner
2022,Spring_Playoffs,Saigon Buffalo,BeanJ,9,4,5,44.4%,3.67,2.56,7.11,4.22,168.11,5.32,11.2,356,8.5k,268.2,58.1%,19.8%,18.6%,5,"['Volibear', 'Viego', 'Xin Zhao']",Jungler
2022,Spring_Playoffs,Saigon Buffalo,Froggy,9,4,5,44.4%,4,2.78,8,4.32,251.33,7.96,13.1,416,16.8k,532.3,64.7%,21.6%,21.7%,6,"['Ahri', 'Vex', 'Galio']",Mid Laner
2022,Spring_Playoffs,Saigon Buffalo,Hasmed,9,4,5,44.4%,4.11,3.56,6.22,2.91,251.89,7.98,13.2,416,16.3k,516.5,55.7%,22.2%,21.8%,7,"['Gwen', 'Aatrox', 'Kennen']",Top Laner
2022,Spring_Playoffs,Saigon Buffalo,Shogun,9,4,5,44.4%,5.56,3.44,6.78,3.58,308.89,9.78,14.8,469,19.4k,612.9,66.5%,29.9%,24.5%,4,"['Jinx', 'Aphelios', 'Lucian']",Bot Laner
2022,Spring_Playoffs,Saigon Buffalo,Taki,9,4,5,44.4%,1.22,3.56,11.11,3.47,35.67,1.13,8.1,257,4.4k,140.4,66.5%,6.6%,13.4%,5,"['Nautilus', 'Tahm Kench', 'Leona']",Support
2022,Spring_Playoffs,Team Secret (Vietnamese Team),Artifact,8,5,3,62.5%,5.13,2,5,5.06,257.63,8.45,12.9,422,15.8k,519.2,64.8%,32.8%,22.7%,4,"['Ryze', 'Viktor', 'Ahri']",Mid Laner
2022,Spring_Playoffs,Team Secret (Vietnamese Team),Eddie,8,5,3,62.5%,3.38,2.63,6.5,3.76,305.88,10.04,13.8,453,19k,622,63.2%,21.6%,24.4%,4,"['Jinx', 'Xayah', 'Caitlyn']",Bot Laner
2022,Spring_Playoffs,Team Secret (Vietnamese Team),Hiro02,8,5,3,62.5%,2.38,4.13,5.38,1.88,254.5,8.35,12,395,15.5k,507.7,49.6%,15.2%,21.2%,5,"['Camille', 'Jayce', 'Gwen']",Top Laner
2022,Spring_Playoffs,Team Secret (Vietnamese Team),Penguin,8,5,3,62.5%,3.63,3,6,3.21,152.38,5,10.4,340,8.2k,267.5,61.6%,23.2%,18.3%,4,"['Nocturne', 'Lee Sin', 'Volibear']",Jungler
2022,Spring_Playoffs,Team Secret (Vietnamese Team),XuHao,8,5,3,62.5%,1.13,3.63,9.25,2.86,27.75,0.91,7.6,248,6.1k,198.7,66.4%,7.2%,13.3%,6,"['Nautilus', 'Karma', 'Renata Glasc']",Support
2022,Summer_Promotion,AS Esports,EasyLove,8,6,2,75%,5.13,2.38,5.5,4.47,249.13,8.69,13.1,456,15.1k,526.4,60.3%,29.1%,23.7%,4,"['Tristana', 'Xayah', 'Swain']",Bot Laner
2022,Summer_Promotion,AS Esports,Hyo,8,6,2,75%,3.25,2.75,6.25,3.45,132.38,4.62,9.7,338,7.8k,271.4,53.9%,18.4%,17.6%,5,"['Viego', 'Volibear', 'Gwen']",Jungler
2022,Summer_Promotion,AS Esports,playcool,8,6,2,75%,4.38,1.25,5.38,7.8,268.5,9.36,12.7,444,13k,454,55.3%,24.8%,23.1%,5,"['Ahri', 'Syndra', 'LeBlanc']",
2022,Summer_Promotion,AS Esports,LLT,8,6,2,75%,3.25,3.63,5.5,2.41,238.25,8.31,12.1,423,15.1k,527,49.6%,18.4%,21.9%,7,"['Gwen', 'Tristana', 'Gnar']",Top Laner
2022,Summer_Promotion,AS Esports,Zin,8,6,2,75%,1.63,1.75,10.25,6.79,36.38,1.27,7.6,264,3.7k,128.7,67.4%,9.2%,13.7%,3,"['Leona', 'Alistar', 'Nautilus']",Support
2022,Summer_Promotion,Burst The Sky Esports,Aomine,12,5,7,41.7%,4.5,2.75,6.58,4.03,282.08,9.51,13.9,468,18k,607.1,59.4%,24.1%,24.5%,6,"['Ezreal', 'Tristana', 'Xayah']",Bot Laner
2022,Summer_Promotion,Burst The Sky Esports,Draktharr,12,5,7,41.7%,6.33,2.67,5.92,4.59,196.58,6.63,12.3,413,14.3k,483.5,65.6%,33.9%,21.6%,6,"['Graves', 'Lee Sin', 'Viego']",Jungler
