Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G.1,G/M,KPAR,KS,GS,CP,Champs,total_games,max_G/M,max_CS/M,max_KDA,max_KPAR
2020,Spring_Season,Team Secret (Vietnamese Team),Artifact,29,18,11,62.1,3.48,2.62,5.34,3.37,259.24,8.51,12.4,407.0,59.3,23.4,22.6,17,"Cassiopeia, Tristana, Neeko",137,463.0,9.98,7.84,74.5
2020,Spring_Season,Team Secret (Vietnamese Team),Coated,20,11,9,55.0,2.4,3.5,5.25,2.19,224.1,7.12,11.6,370.0,56.3,17.6,20.9,11,"Gangplank, Renekton, Irelia",137,463.0,9.98,7.84,74.5
2020,Spring_Season,Team Secret (Vietnamese Team),Hani,19,11,8,57.9,1.79,2.53,6.21,3.17,211.05,6.83,10.5,340.0,54.3,12.1,19.3,10,"Ornn, Rumble, Pantheon",137,463.0,9.98,7.84,74.5
2020,Spring_Season,Team Secret (Vietnamese Team),Yin,3,2,1,66.7,0.33,2.0,7.0,3.67,33.33,1.24,6.2,229.0,56.4,2.6,12.8,2,"Braum, Thresh",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,PHT,34,9,25,26.5,3.91,3.94,5.12,2.29,252.26,8.22,11.22,363.02,62.8,27.2,19.84,15,"Ryze, Cassiopeia, Lucian",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,Vit,34,9,25,26.5,4.76,3.09,4.35,2.95,295.0,9.61,11.22,363.02,63.4,33.1,19.84,10,"Miss Fortune, Xayah, Aphelios",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,Django,21,5,16,23.8,2.9,4.52,4.86,1.72,232.71,7.56,11.22,363.02,50.8,19.0,19.84,11,"Aatrox, Ornn, Renekton",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,Hope,17,5,12,29.4,2.0,5.12,6.41,1.64,149.59,4.87,11.22,363.02,60.6,14.4,19.84,9,"Elise, Pantheon, Rek'Sai",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,Zin,17,5,12,29.4,0.82,2.35,8.12,3.8,33.53,1.09,11.22,363.02,64.4,5.9,19.84,7,"Thresh, Nautilus, Leona",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,BioB,16,4,12,25.0,0.88,3.63,9.5,2.86,39.19,1.27,7.3,236.0,69.2,5.8,13.7,8,"Morgana, Braum, Nautilus",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,Scary,12,2,10,16.7,1.25,3.92,8.08,2.38,103.0,3.33,8.0,259.0,71.3,9.6,15.7,8,"Jarvan IV, Rek'Sai, Sejuani",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,CHP,11,3,8,27.3,2.64,4.82,5.27,1.64,199.18,6.51,10.3,337.0,56.5,18.8,19.8,5,"Mordekaiser, Ornn, Aatrox",137,463.0,9.98,7.84,74.5
2020,Spring_Season,V Gaming Adonis,Y1,8,3,5,37.5,3.38,3.75,6.5,2.63,153.13,5.16,10.0,336.0,64.2,22.0,18.9,6,"Elise, Gragas, Trundle",137,463.0,9.98,7.84,74.5
2020,Spring_Playoffs,EVOS Esports,Bie,9,4,5,44.4,0.67,2.44,9.11,4.0,31.56,1.02,11.22,363.02,71.5,4.9,19.84,4,"Braum, Nautilus, Janna",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,EVOS Esports,Divkid,9,4,5,44.4,3.67,3.33,6.33,3.0,285.44,9.22,11.22,363.02,73.2,26.8,19.84,5,"Miss Fortune, Aphelios, Xayah",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,EVOS Esports,Pake,9,4,5,44.4,4.0,2.33,5.67,4.14,279.22,9.02,11.22,363.02,70.7,29.3,19.84,6,"Azir, Zilean, Irelia",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,EVOS Esports,Sorn,9,4,5,44.4,3.67,3.22,6.33,3.1,160.78,5.19,11.22,363.02,73.2,26.8,19.84,4,"Rek'Sai, Sejuani, Nidalee",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,EVOS Esports,But1,6,3,3,50.0,1.5,3.17,4.17,1.79,227.67,7.15,11.22,363.02,38.2,10.1,19.84,3,"Aatrox, Ornn, Akali",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,EVOS Esports,TH,3,1,2,33.3,2.0,3.33,3.67,1.7,226.0,7.73,11.22,363.02,50.0,17.6,19.84,2,"Aatrox, Sett",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,GAM Esports,Blazes,5,2,3,40.0,2.2,4.2,6.2,2.0,252.0,7.57,12.4,371.0,72.4,19.0,21.5,4,"Aphelios, Senna, Kalista",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,GAM Esports,Dia1,5,2,3,40.0,4.4,2.6,4.2,3.31,277.4,8.33,13.9,417.0,74.1,37.9,24.1,4,"Tristana, Ryze, Azir",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,GAM Esports,Levi,5,2,3,40.0,2.0,2.8,6.6,3.07,209.4,6.29,11.6,347.0,74.1,17.2,20.1,5,"Kindred, Jarvan IV, Lee Sin",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,GAM Esports,Palette,5,2,3,40.0,0.8,2.8,7.0,2.79,68.4,2.05,8.0,239.0,67.2,6.9,13.8,4,"Braum, Tahm Kench, Taric",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,GAM Esports,Kiaya,3,1,2,33.3,2.0,3.0,4.67,2.22,247.0,7.72,11.5,361.0,66.7,20.0,20.7,2,"Renekton, Sett",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,GAM Esports,Zeros,2,1,1,50.0,2.5,3.0,4.5,2.33,241.0,6.83,12.3,349.0,50.0,17.9,20.3,1,Sett,14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Flash.Vietnam,CBL,9,6,3,66.7,1.22,2.44,8.44,3.95,31.44,1.0,11.22,363.02,63.5,8.0,19.84,6,"Nautilus, Thresh, Sett",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Flash.Vietnam,Kati,9,6,3,66.7,3.44,2.11,7.56,5.21,253.89,8.1,11.22,363.02,72.3,22.6,19.84,5,"Galio, Syndra, Malzahar",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Flash.Vietnam,Slayder,9,6,3,66.7,5.44,1.44,5.78,7.77,323.0,10.31,11.22,363.02,73.7,35.8,19.84,4,"Kai'Sa, Miss Fortune, Aphelios",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Flash.Vietnam,Stark,9,6,3,66.7,2.44,3.11,6.78,2.96,227.33,7.25,11.22,363.02,60.6,16.1,19.84,5,"Ornn, Sett, Aatrox",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Flash.Vietnam,Yijin,9,6,3,66.7,2.67,2.22,8.11,4.85,173.56,5.54,11.22,363.02,70.8,17.5,19.84,5,"Skarner, Rek'Sai, Lee Sin",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Artifact,5,2,3,40.0,4.6,3.4,5.2,2.88,258.0,7.91,11.22,363.02,69.0,32.4,19.84,4,"Kassadin, Pantheon, Twisted Fate",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Celebrity,5,2,3,40.0,4.4,2.0,7.0,5.7,262.4,8.04,11.22,363.02,80.3,31.0,19.84,5,"Ezreal, Kalista, Varus",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Secret (Vietnamese Team),DNK,5,2,3,40.0,2.8,3.6,7.6,2.89,190.4,5.83,11.22,363.02,73.2,19.7,19.84,3,"Jarvan IV, Taliyah, Kindred",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Venus,5,2,3,40.0,1.0,3.4,7.8,2.59,62.6,1.92,11.22,363.02,62.0,7.0,19.84,5,"Sett, Nautilus, Tahm Kench",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Hani,4,2,2,50.0,1.75,4.0,7.5,2.31,218.5,6.56,11.22,363.02,58.7,11.1,19.84,2,"Sett, Pantheon",14,417.0,10.31,7.77,80.3
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Coated,1,0,1,0.0,0.0,3.0,3.0,1.0,252.0,8.4,11.22,363.02,37.5,0.0,19.84,1,Jayce,14,417.0,10.31,7.77,80.3
2020,Summer_Promotion,FTV Esports,Akeno,12,6,6,50.0,0.58,4.08,8.25,2.16,28.08,0.96,11.22,363.02,64.2,4.2,19.84,6,"Nautilus, Braum, Morgana",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,FTV Esports,Police,12,6,6,50.0,3.75,2.17,5.17,4.12,250.33,8.58,11.22,363.02,64.8,27.3,19.84,6,"Varus, Aphelios, Lucian",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,FTV Esports,Kuroko,12,6,6,50.0,3.5,3.58,6.25,2.72,174.17,5.97,11.22,363.02,70.9,25.5,19.84,7,"Nidalee, Lee Sin, Ekko",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,FTV Esports,Rika,12,6,6,50.0,2.83,3.0,5.75,2.86,217.67,7.46,11.22,363.02,62.4,20.6,19.84,7,"Syndra, Jayce, Poppy",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,FTV Esports,Froggy,7,4,3,57.1,3.29,3.14,6.29,3.05,218.14,7.55,11.22,363.02,63.8,21.9,19.84,4,"Ornn, Wukong, Renekton",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,FTV Esports,Victory,5,2,3,40.0,2.8,3.8,4.2,1.84,223.0,7.53,11.22,363.02,58.3,23.3,19.84,5,"Azir, Irelia, Lucian",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,OverPower Esports,PHT,8,6,2,75.0,4.5,3.38,8.63,3.89,227.75,7.35,11.22,363.02,69.5,23.8,19.84,7,"Zoe, Cassiopeia, Syndra",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,OverPower Esports,DK,8,6,2,75.0,4.13,2.38,10.25,6.05,191.88,6.2,11.22,363.02,76.2,21.9,19.84,4,"Graves, Jarvan IV, Olaf",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,OverPower Esports,Vit,8,6,2,75.0,5.25,1.63,7.0,7.54,307.0,9.91,11.22,363.02,64.9,27.8,19.84,4,"Aphelios, Miss Fortune, Tristana",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,OverPower Esports,Zin,8,6,2,75.0,0.88,2.5,12.13,5.2,25.25,0.82,11.22,363.02,68.9,4.6,19.84,4,"Thresh, Nautilus, Sett",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,OverPower Esports,KemKen,6,5,1,83.3,3.83,2.33,7.5,4.86,244.0,8.06,11.22,363.02,63.0,21.3,19.84,4,"Renekton, Wukong, Ornn",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,OverPower Esports,Simon,2,1,1,50.0,5.0,5.0,7.0,2.4,189.0,5.73,11.22,363.02,55.8,23.3,19.84,2,"Wukong, Maokai",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,Percent Esports,lisa,12,7,5,58.3,1.0,2.92,9.58,3.63,35.67,1.13,11.22,363.02,65.8,6.2,19.84,6,"Braum, Thresh, Nautilus",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,Percent Esports,Glory,12,7,5,58.3,4.83,2.17,6.42,5.19,268.75,8.48,11.22,363.02,69.9,30.1,19.84,10,"LeBlanc, Corki, Rumble",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,Percent Esports,shine,12,7,5,58.3,4.67,2.5,5.58,4.1,307.25,9.69,11.22,363.02,63.7,29.0,19.84,3,"Aphelios, Varus, Miss Fortune",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,Percent Esports,Jahseh,10,5,5,50.0,3.2,2.4,6.1,3.88,162.3,5.1,11.22,363.02,66.0,22.7,19.84,5,"Rek'Sai, Elise, Lee Sin",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,Percent Esports,Tado,7,4,3,57.1,1.71,3.43,5.86,2.21,217.14,7.0,11.22,363.02,46.1,10.4,19.84,4,"Aatrox, Renekton, Kennen",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,Percent Esports,yT,5,3,2,60.0,2.6,3.0,5.6,2.73,261.2,8.0,11.22,363.02,52.6,16.7,19.84,5,"Jayce, Camille, Wukong",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,Percent Esports,Eagle,2,2,0,100.0,5.0,4.5,11.0,3.56,165.0,5.34,11.22,363.02,61.5,19.2,19.84,2,"Elise, Nidalee",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,QTV Gaming,Ciel,6,0,6,0.0,2.33,4.17,4.17,1.56,159.0,5.11,11.22,363.02,67.2,24.1,19.84,5,"Lee Sin, Graves, Elise",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,QTV Gaming,Genza,6,0,6,0.0,4.33,3.33,1.67,1.8,276.17,8.87,11.22,363.02,62.1,44.8,19.84,6,"Ekko, Zoe, Lissandra",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,QTV Gaming,Jisoo,6,0,6,0.0,1.83,3.5,3.83,1.62,261.83,8.41,11.22,363.02,58.6,19.0,19.84,4,"Miss Fortune, Aphelios, Ashe",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,QTV Gaming,CHP,5,0,5,0.0,0.8,4.4,4.0,1.09,220.6,7.16,11.22,363.02,50.0,8.3,19.84,4,"Aatrox, Ornn, Sett",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,QTV Gaming,Hype,4,0,4,0.0,0.75,2.75,7.0,2.82,27.0,0.87,11.22,363.02,68.9,6.7,19.84,3,"Thresh, Sett, Gragas",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,QTV Gaming,TQKKK,2,0,2,0.0,0.0,4.0,2.0,0.5,34.5,1.11,11.22,363.02,30.8,0.0,19.84,2,"Nautilus, Leona",19,363.02,9.91,7.54,76.2
2020,Summer_Promotion,QTV Gaming,HoangTuGT,1,0,1,0.0,0.0,3.0,1.0,0.33,237.0,7.23,11.22,363.02,10.0,0.0,19.84,1,Aatrox,19,363.02,9.91,7.54,76.2
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Xuhao,33,21,12,63.6,2.79,2.33,7.73,4.51,184.27,5.62,11.2,343.0,70.1,18.6,18.8,8,"Trundle, Graves, Volibear",135,463.0,9.95,6.0,78.9
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Yado,33,21,12,63.6,3.39,2.21,7.09,4.74,267.39,8.16,13.0,397.0,69.9,22.6,21.8,10,"Orianna, Twisted Fate, Syndra",135,463.0,9.95,6.0,78.9
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Artemis,32,21,11,65.6,4.31,1.97,6.38,5.43,328.75,9.95,15.3,463.0,69.4,28.0,25.3,9,"Kalista, Aphelios, Ezreal",135,463.0,9.95,6.0,78.9
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Ronop,32,21,11,65.6,0.75,2.59,9.31,3.88,34.22,1.04,7.8,235.0,65.3,4.9,12.8,13,"Bard, Thresh, Morgana",135,463.0,9.95,6.0,78.9
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),LL,25,18,7,72.0,4.24,2.76,5.44,3.51,257.12,7.69,13.3,397.0,64.2,28.1,21.7,8,"Renekton, Mordekaiser, Wukong",135,463.0,9.95,6.0,78.9
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Pun,8,3,5,37.5,2.88,3.63,6.38,2.55,218.63,7.12,11.2,364.0,62.7,19.5,20.1,6,"Mordekaiser, Ornn, Karma",135,463.0,9.95,6.0,78.9
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Hieu3,1,0,1,0.0,0.0,5.0,0.0,0.0,30.0,1.24,4.8,198.0,0.0,0.0,13.2,1,Braum,135,463.0,9.95,6.0,78.9
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Zeldris,1,0,1,0.0,0.0,4.0,0.0,0.0,187.0,7.74,7.6,314.0,0.0,0.0,21.0,1,Aphelios,135,463.0,9.95,6.0,78.9
2020,Summer_Season,EVOS Esports,Bie,32,17,15,53.1,1.34,2.41,10.03,4.73,38.25,1.22,7.9,251.0,68.8,8.1,13.5,13,"Thresh, Karma, Braum",135,463.0,9.95,6.0,78.9
2020,Summer_Season,EVOS Esports,Divkid,32,17,15,53.1,4.06,2.47,6.91,4.44,287.19,9.16,13.5,430.0,66.4,24.6,23.2,10,"Aphelios, Ashe, Senna",135,463.0,9.95,6.0,78.9
2020,Summer_Season,EVOS Esports,Sorn,32,17,15,53.1,3.13,2.94,8.13,3.83,179.09,5.71,11.0,351.0,68.1,18.9,18.9,11,"Trundle, Rek'Sai, Volibear",135,463.0,9.95,6.0,78.9
2020,Summer_Season,EVOS Esports,Zeros,32,17,15,53.1,4.19,3.34,4.84,2.7,278.75,8.89,13.4,428.0,54.6,25.3,23.1,14,"Wukong, Renekton, Lucian",135,463.0,9.95,6.0,78.9
2020,Summer_Season,EVOS Esports,Pake,23,10,13,43.5,3.74,2.91,7.0,3.69,266.65,8.4,12.4,389.0,71.6,24.9,21.6,6,"Orianna, Karma, Syndra",135,463.0,9.95,6.0,78.9
2020,Summer_Season,EVOS Esports,TH,6,4,2,66.7,3.67,4.17,7.0,2.56,274.33,8.76,13.2,422.0,61.0,21.0,21.4,5,"Irelia, Jayce, Akali",135,463.0,9.95,6.0,78.9
2020,Summer_Season,EVOS Esports,But1,3,3,0,100.0,4.67,2.33,9.33,6.0,169.67,6.0,11.1,391.0,53.2,17.7,18.9,3,"Sett, Rumble, Twisted Fate",135,463.0,9.95,6.0,78.9
2020,Summer_Season,GAM Esports,Kiaya,37,25,12,67.6,3.49,2.35,6.78,4.37,262.81,8.26,13.1,410.0,59.7,20.3,21.9,11,"Renekton, Volibear, Jayce",135,463.0,9.95,6.0,78.9
2020,Summer_Season,GAM Esports,Levi,37,25,12,67.6,3.86,2.43,8.35,5.02,216.08,6.79,12.1,380.0,71.1,22.5,20.4,12,"Shyvana, Lee Sin, Gragas",135,463.0,9.95,6.0,78.9
2020,Summer_Season,GAM Esports,Slay,37,25,12,67.6,1.51,2.95,10.27,4.0,36.19,1.14,7.7,243.0,68.6,8.8,13.0,6,"Thresh, Bard, Sett",135,463.0,9.95,6.0,78.9
2020,Summer_Season,GAM Esports,Dia1,36,25,11,69.4,5.17,2.22,6.36,5.19,281.58,8.83,13.9,436.0,65.5,29.3,23.2,14,"Jayce, Lucian, Tristana",135,463.0,9.95,6.0,78.9
2020,Summer_Season,GAM Esports,Easylove,29,21,8,72.4,3.31,2.55,7.55,4.26,274.62,8.62,12.9,404.0,63.8,19.4,21.7,8,"Ashe, Ezreal, Jhin",135,463.0,9.95,6.0,78.9
2020,Summer_Season,GAM Esports,Jisoo,6,2,4,33.3,3.67,2.5,6.33,4.0,266.5,8.51,12.7,405.0,60.6,22.2,21.9,3,"Ashe, Kalista, Aphelios",135,463.0,9.95,6.0,78.9
2020,Summer_Season,GAM Esports,Genza,3,2,1,66.7,1.33,4.0,6.0,1.83,241.33,7.58,11.2,352.0,48.9,8.9,19.3,3,"Karma, Varus, Heimerdinger",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,DK,33,8,25,24.2,2.94,3.48,5.7,2.48,166.76,5.65,10.0,337.0,70.4,24.0,19.6,8,"Nidalee, Graves, Lee Sin",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,VIT,33,8,25,24.2,3.42,3.36,4.21,2.27,276.09,9.36,12.5,423.0,62.2,27.9,24.6,12,"Kalista, Ashe, Aphelios",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,Zin,31,6,25,19.4,1.06,3.35,7.0,2.4,33.19,1.13,6.7,229.0,68.3,9.0,13.4,11,"Nautilus, Sett, Pantheon",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,PHT,29,6,23,20.7,2.41,3.93,4.83,1.84,260.21,8.81,11.8,399.0,61.9,20.6,23.3,15,"Ryze, Azir, Lucian",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,Simon,18,5,13,27.8,1.94,4.17,4.0,1.43,206.72,6.97,10.1,339.0,43.3,14.2,19.2,5,"Renekton, Mordekaiser, Volibear",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,Vin,14,3,11,21.4,2.5,3.57,4.57,1.98,192.64,6.54,9.8,332.0,64.3,22.7,19.8,8,"Wukong, Renekton, Aatrox",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,Jerry,5,2,3,40.0,3.6,4.6,4.2,1.7,207.0,7.12,10.4,358.0,55.7,25.7,20.9,5,"Zoe, LeBlanc, Syndra",135,463.0,9.95,6.0,78.9
2020,Summer_Season,OverPower Esports,H3,2,2,0,100.0,2.0,2.5,11.5,5.4,42.5,1.29,8.5,259.0,69.2,10.3,14.1,2,"Sett, Pantheon",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Percent Esports,Bigkoro,32,10,22,31.3,2.69,2.19,4.63,3.34,296.72,9.23,13.3,412.0,69.4,25.5,24.2,11,"Aphelios, Ezreal, Caitlyn",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Percent Esports,Lisa,32,10,22,31.3,0.97,3.19,6.0,2.19,37.53,1.17,7.4,229.0,66.2,9.2,13.4,12,"Bard, Thresh, Tahm Kench",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Percent Esports,Glory,32,10,22,31.3,2.13,2.34,5.0,3.04,274.72,8.54,12.1,376.0,67.7,20.2,22.0,13,"Karma, Syndra, Azir",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Percent Esports,yT,24,8,16,33.3,3.04,3.04,4.08,2.34,243.38,7.6,12.0,375.0,62.4,26.6,21.9,10,"Wukong, Volibear, Renekton",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Percent Esports,Eagle,21,8,13,38.1,1.76,2.29,5.14,3.02,177.86,5.46,10.2,312.0,67.8,17.3,18.2,13,"Nidalee, Trundle, Olaf",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Percent Esports,Draktharr,11,2,9,18.2,2.73,4.73,5.36,1.71,175.73,5.6,10.3,327.0,72.4,24.4,19.4,6,"Graves, Trundle, Rek'Sai",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Percent Esports,Tado,8,2,6,25.0,1.5,3.5,2.38,1.11,262.25,8.04,11.8,362.0,49.2,19.0,21.3,3,"Renekton, Rumble, Jayce",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Saigon Buffalo,Froggy,33,11,22,33.3,2.64,3.85,6.27,2.31,213.52,6.9,10.8,350.0,62.6,18.5,20.0,13,"Twisted Fate, Galio, Neeko",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Saigon Buffalo,Hasmed,33,11,22,33.3,4.03,4.06,4.33,2.06,242.64,7.84,12.0,388.0,58.7,28.3,22.1,11,"Mordekaiser, Ornn, Akali",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Saigon Buffalo,Meliodas,33,11,22,33.3,3.7,2.45,6.18,4.02,206.3,6.67,11.6,373.0,69.4,26.0,21.3,10,"Lee Sin, Graves, Nidalee",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Saigon Buffalo,Style,33,11,22,33.3,2.76,3.82,6.45,2.41,246.58,7.97,12.2,393.0,64.7,19.4,22.4,9,"Ashe, Kalista, Senna",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Saigon Buffalo,Hinn,26,10,16,38.5,1.38,3.54,8.46,2.78,62.88,2.02,8.0,256.0,66.0,9.3,14.5,14,"Galio, Nautilus, Thresh",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Saigon Buffalo,Jad,7,1,6,14.3,0.14,5.43,6.14,1.16,33.57,1.11,6.5,215.0,53.7,1.2,12.7,7,"Pantheon, Karma, Thresh",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,Palette,34,23,11,67.6,1.82,2.12,8.94,5.08,43.06,1.36,8.1,257.0,65.4,11.1,14.1,11,"Pantheon, Sett, Yuumi",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,Slayder,34,23,11,67.6,5.15,2.38,5.5,4.47,294.65,9.28,14.1,445.0,64.6,31.3,24.5,8,"Ezreal, Aphelios, Kalista",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,EGO,32,23,9,71.9,3.16,2.84,7.91,3.89,177.25,5.58,11.1,348.0,65.4,18.7,19.1,8,"Nidalee, Trundle, Volibear",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,Kati,29,21,8,72.4,3.62,2.48,7.55,4.5,279.34,8.73,13.1,410.0,65.9,21.3,22.4,11,"Orianna, Ryze, Syndra",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,Yoshino,18,13,5,72.2,2.83,2.83,6.5,3.29,221.89,7.17,11.6,373.0,54.2,16.5,20.3,7,"Kennen, Ornn, Camille",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,Stark,16,10,6,62.5,3.13,3.31,4.81,2.4,229.44,7.02,11.8,360.0,50.8,20.0,20.1,7,"Volibear, Wukong, Ornn",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,Naul,5,2,3,40.0,2.4,3.0,4.0,2.13,226.0,7.43,10.5,344.0,47.1,17.6,20.0,5,"Karma, Azir, Syndra",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Flash.Vietnam,Yijin,2,0,2,0.0,2.0,5.0,5.5,1.5,173.5,5.52,9.9,314.0,78.9,21.1,19.2,2,"Graves, Jarvan IV",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Secret (Vietnamese Team),Artifact,36,20,16,55.6,2.86,2.92,5.17,2.75,258.03,8.45,12.2,400.0,60.2,21.5,21.9,16,"Zoe, Twisted Fate, Syndra",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Secret (Vietnamese Team),Celebrity,36,20,16,55.6,3.53,2.08,4.56,3.88,275.72,9.03,13.0,426.0,60.6,26.5,23.3,10,"Ashe, Aphelios, Ezreal",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Secret (Vietnamese Team),DNK,36,20,16,55.6,3.22,2.64,5.44,3.28,197.22,6.46,11.2,366.0,65.0,24.2,20.1,14,"Graves, Volibear, Nidalee",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Secret (Vietnamese Team),Coated,33,20,13,60.6,3.21,3.21,4.09,2.27,248.09,8.06,12.5,406.0,53.9,23.7,22.1,10,"Wukong, Camille, Jax",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Secret (Vietnamese Team),Venus,21,14,7,66.7,0.86,2.86,7.33,2.87,37.1,1.2,7.4,241.0,56.6,5.9,12.8,10,"Thresh, Karma, Bard",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Secret (Vietnamese Team),CBL,15,6,9,40.0,0.53,3.0,6.8,2.44,37.27,1.24,6.9,229.0,62.5,4.5,13.1,7,"Leona, Thresh, Braum",135,463.0,9.95,6.0,78.9
2020,Summer_Season,Team Secret (Vietnamese Team),Zica,3,0,3,0.0,0.67,5.0,4.67,1.07,178.67,6.4,8.4,300.0,48.5,6.1,18.2,2,"Ornn, Lucian",135,463.0,9.95,6.0,78.9
